"script.filename","script.startdate","script.starttime","script.subjectid","script.groupid","values.bad_left","script.elapsedtime","computer.platform","values.completed","expressions.propcorrect","expressions.meanRT","expressions.propcorrect_BB","expressions.meanRT_BB","expressions.propcorrect_BG","expressions.meanRT_BG","expressions.propcorrect_GB","expressions.meanRT_GB","expressions.propcorrect_GG","expressions.meanRT_GG","values.emotcond","values.question_order"
"evaluative_categorization_mar13_2017_p_m.iqx","052617","12:57:21","1014","70","0","1252023","win","1","0.4428571428571428381","1134.032727272727242962","0.3857142857142857317","1077.2739726027398319275","0.5428571428571428159","1160.4857142857142662251","0.2999999999999999889","997.4067796610169125415","0.5428571428571428159","1275.8493150684930697025","disgust","moral_then_pleasant"
"evaluative_categorization_mar13_2017_p_m.iqx","052617","12:57:53","1015","71","1","978307","win","1","0.4821428571428571508","736.2999999999999545253","0.4928571428571428825","733.7536231884057542629","0.4214285714285714302","767.1186440677965947543","0.514285714285714235","712.2916666666666287711","0.5","737.5285714285714675498","disgust","pleasant_then_moral"
"evaluative_categorization_mar13_2017_p_m.iqx","052617","15:56:05","1016","72","0","1739972","win","1","0.5071428571428571175","1549.6858108108108353917","0.4857142857142857095","1615.1940298507463467104","0.5","1597.75342465753419674","0.4142857142857143127","1514.2816901408450576128","0.6285714285714285587","1486.3411764705881523696","fear","moral_then_pleasant"
"evaluative_categorization_mar13_2017_p_m.iqx","052917","11:04:29","1017","74","0","1145393","win","1","0.5250000000000000222","1024.3022388059700915619","0.7142857142857143016","1060.4868421052631219936","0.2428571428571428548","968.6792452830188722146","0.8000000000000000444","1052.5492957746478168701","0.3428571428571428603","997.7205882352941443969","fear","pleasant_then_moral"
"evaluative_categorization_mar13_2017_p_m.iqx","052917","08:03:51","1018","73","0","1127120","win","1","0.4035714285714285809","929.1338289962825456314","0.2857142857142856984","928.3278688524590052111","0.5285714285714285809","957.0277777777778283053","0.271428571428571408","897.4363636363635805537","0.5285714285714285809","926.4691358024691680839","disgust","moral_then_pleasant"
"evaluative_categorization_mar13_2017_p_m.iqx","052917","13:58:51","1019","75","1","2687030","win","1","0.5053571428571428381","680.932862190812670633","0.6857142857142857206","639.2083333333333712289","0.2999999999999999889","789.7380952380951839586","0.6785714285714286031","652.5894736842104748575","0.3571428571428571508","723.5","disgust","pleasant_then_moral"
"evaluative_categorization_mar13_2017_p_m.iqx","052917","15:01:20","1020","77","0","842119","win","1","0.4678571428571428603","633.9104477611940637871","0.2428571428571428548","628.3137254901961341602","0.5857142857142857428","634.7105263157894796677","0.4428571428571428381","611.0701754385964932226","0.5999999999999999778","652.0833333333333712289","fear","moral_then_pleasant"
"evaluative_categorization_mar13_2017_p_m.iqx","053117","13:03:02","1021","78","0","944215","win","1","0.610714285714285765","778.4685534591194482346","0.7571428571428571175","726.9285714285714448124","0.4571428571428571286","802.1643835616438309444","0.7285714285714285365","741.6385542168674191998","0.5","850.9871794871794463688","fear","pleasant_then_moral"
"evaluative_categorization_mar13_2017_p_m.iqx","053117","14:01:37","1022","79","1","1050648","win","1","0.5071428571428571175","868.3967213114754031267","0.6999999999999999556","800.3500000000000227374","0.2857142857142856984","1036.1568627450981239235","0.6571428571428571397","820.8913043478261215569","0.3857142857142857317","910.6451612903225623086","disgust","moral_then_pleasant"
"evaluative_categorization_mar13_2017_p_m.iqx","060117","12:59:36","1023","81","1","257481","win","0","0.5267857142857143016","622.3898305084745743443","0.3214285714285714524","885.5555555555555429237","0.8214285714285713969","548.1739130434782509838","0.2857142857142856984","542.625","0.6785714285714286031","621.1578947368420813291","disgust","pleasant_then_moral"
"evaluative_categorization_mar13_2017_p_m.iqx","060117","13:04:08","1023","82","0","1122617","win","1","0.4553571428571428492","1205.7803921568627174565","0.5","1053.9857142857142662251","0.4000000000000000222","1345.2321428571428896248","0.4571428571428571286","1105.78125","0.4642857142857143016","1347.5692307692306712852","disgust","pleasant_then_moral"
"evaluative_categorization_mar13_2017_p_m.iqx","060117","14:01:00","1024","84","1","1129118","win","1","0.5607142857142857206","1007.6917808219178596119","0.7142857142857143016","1001.2083333333333712289","0.3857142857142857317","1012.7818181818181528797","0.5999999999999999778","1012.5263157894736423259","0.5428571428571428159","1007.3076923076922639666","fear","moral_then_pleasant"
